code,vulnerable
"void anonymous(long * data)
{
    
    if (data != NULL)
    {
        printLongLine(*data);
    }
    else
    {
        printLine(""data is NULL"");
    }
}",0
"void anonymous()
{
    char * data;
    char dataBuffer[100];
    memset(dataBuffer, 'A', 100-1);
    dataBuffer[100-1] = '\0';
    if(staticFive==5)
    {
        
        data = dataBuffer - 8;
    }
    {
        size_t i;
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        
        for (i = 0; i < 100; i++)
        {
            data[i] = source[i];
        }
        /* Ensure the destination buffer is null terminated */
        data[100-1] = '\0';
        printLine(data);
    }
}",1
"void anonymous(int data)
{
    {
        {
            
            data++;
            int result = data;
            printIntLine(result);
        }
    }
}",0
"void anonymous()
{
    wchar_t * data;
    wchar_t dataBuffer[100] = L"""";
    data = dataBuffer;
    if(5==5)
    {
        {
            /* Append input from an environment variable to data */
            size_t dataLen = wcslen(data);
            wchar_t * environment = GETENV(ENV_VARIABLE);
            /* If there is data in the environment variable */
            if (environment != NULL)
            {
                
                wcsncat(data+dataLen, environment, 100-dataLen-1);
            }
        }
    }
    if(5==5)
    {
        
        fwprintf(stdout, data);
    }
}",1
"void anonymous()
{
    {
        wchar_t source[10+1] = SRC_STRING;
        /* Copy length + 1 to include NUL terminator from source */
        
        wcsncpy(data, source, wcslen(source) + 1);
        printWLine(data);
    }
}",0
"void anonymous()
{
    
    printStructLine((twoIntsStruct *)data);
}",0
"void anonymous(char * data, ...)
{
    {
        {
            va_list args;
            va_start(args, data);
            
            vfprintf(stdout, data, args);
            va_end(args);
        }
    }
}",0
"void anonymous()
{
    int64_t * data;
    data = NULL;
    switch(6)
    {
    case 6:
        
        data = (int64_t *)calloc(100, sizeof(int64_t));
        if (data == NULL) {exit(-1);}
        /* Initialize and make use of data */
        data[0] = 5LL;
        printLongLongLine(data[0]);
        break;
    default:
        
        printLine(""Benign, fixed string"");
        break;
    }
    switch(7)
    {
    case 7:
        
        ; /* empty statement needed for some flow variants */
        break;
    default:
        
        printLine(""Benign, fixed string"");
        break;
    }
}",1
"void anonymous()
{
    {
        FILE *pipe;
        
        pipe = POPEN(data, ""wb"");
        if (pipe != NULL)
        {
            PCLOSE(pipe);
        }
    }
}",0
"void anonymous()
{
    int * data;
    data = (int *)malloc(10*sizeof(int));
    if (data == NULL) {exit(-1);}
    if(globalFive==5)
    {
        
        ; /* empty statement needed for some flow variants */
    }
    if(globalFive==5)
    {
        
        {
            int i;
            for(i=0; i<10; i++)
            {
                printIntLine(data[i]);
            }
        }
    }
}",1
"void anonymous()
{
    char * data;
    data = NULL;
    Static = 1; /* true */
    data = Source(data);
    {
        char dest[100*2];
        memset(dest, 'C', 100*2-1); /* fill with 'C's */
        dest[100*2-1] = '\0'; /* null terminate */
        
        strcpy(dest, data);
        printLine(dest);
        
    }
}",1
"void anonymous(void * data)
{
    {
        
        size_t dataLen = strlen((char *)data);
        void * dest = (void *)calloc(dataLen+1, 1);
        if (dest == NULL) {exit(-1);}
        (void)strcpy(dest, data);
        printLine((char *)dest);
        free(dest);
    }
}",0
"void anonymous(long * data)
{
    {
        /* do nothing */
        
        ; /* empty statement needed for some flow variants */
    }
}",0
"{
    /* cast void pointer to a pointer of the appropriate type */
    wchar_t * * dataPtr = (wchar_t * *)dataVoidPtr;
    /* dereference dataPtr into data */
    wchar_t * data = (*dataPtr);
    {
        LDAP* pLdapConnection = NULL;
        ULONG connectSuccess = 0L;
        ULONG searchSuccess = 0L;
        LDAPMessage *pMessage = NULL;
        wchar_t filter[256];
        
        _snwprintf(filter, 256-1, L""(cn=%s)"", data);
        pLdapConnection = ldap_initW(L""localhost"", LDAP_PORT);
        if (pLdapConnection == NULL)
        {
            printLine(""Initialization failed"");
            exit(1);
        }
        connectSuccess = ldap_connect(pLdapConnection, NULL);
        if (connectSuccess != LDAP_SUCCESS)
        {
            printLine(""Connection failed"");
            exit(1);
        }
        searchSuccess = ldap_search_ext_sW(
                            pLdapConnection,
                            L""base"",
                            LDAP_SCOPE_SUBTREE,
                            filter,
                            NULL,
                            0,
                            NULL,
                            NULL,
                            LDAP_NO_LIMIT,
                            LDAP_NO_LIMIT,
                            &pMessage);
        if (searchSuccess != LDAP_SUCCESS)
        {
            printLine(""Search failed"");
            if (pMessage != NULL)
            {
                ldap_msgfree(pMessage);
            }
            exit(1);
        }
        /* Typically you would do something with the search results, but this is a test case and we can ignore them */
        
        if (pMessage != NULL)
        {
            ldap_msgfree(pMessage);
        }
        /* Close the connection */
        ldap_unbind(pLdapConnection);
    }
}",0
"void anonymous()
{
    if(staticReturnsTrue())
    {
        
        if (RpcImpersonateClient(0) == RPC_S_OK)
        {
            exit(1);
        }
        
    }
}",1
"void anonymous()
{
    int count;
    /* Initialize count */
    count = -1;
    if(staticTrue)
    {
        {
#ifdef _WIN32
            WSADATA wsaData;
            int wsaDataInit = 0;
#endif
            int recvResult;
            struct sockaddr_in service;
            SOCKET connectSocket = INVALID_SOCKET;
            char inputBuffer[CHAR_ARRAY_SIZE];
            do
            {
#ifdef _WIN32
                if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)
                {
                    break;
                }
                wsaDataInit = 1;
#endif
                
                connectSocket = socket(AF_INET, SOCK_STREAM, IPPROTO_TCP);
                if (connectSocket == INVALID_SOCKET)
                {
                    break;
                }
                memset(&service, 0, sizeof(service));
                service.sin_family = AF_INET;
                service.sin_addr.s_addr = inet_addr(IP_ADDRESS);
                service.sin_port = htons(TCP_PORT);
                if (connect(connectSocket, (struct sockaddr*)&service, sizeof(service)) == SOCKET_ERROR)
                {
                    break;
                }
                /* Abort on error or the connection was closed, make sure to recv one
                 * less char than is in the recv_buf in order to append a terminator */
                recvResult = recv(connectSocket, inputBuffer, CHAR_ARRAY_SIZE - 1, 0);
                if (recvResult == SOCKET_ERROR || recvResult == 0)
                {
                    break;
                }
                /* NUL-terminate the string */
                inputBuffer[recvResult] = '\0';
                /* Convert to int */
                count = atoi(inputBuffer);
            }
            while (0);
            if (connectSocket != INVALID_SOCKET)
            {
                CLOSE_SOCKET(connectSocket);
            }
#ifdef _WIN32
            if (wsaDataInit)
            {
                WSACleanup();
            }
#endif
        }
    }
    if(staticTrue)
    {
        {
            size_t i = 0;
            
            for (i = 0; i < (size_t)count; i++)
            {
                printLine(""Hello"");
            }
        }
    }
}",1
"void anonymous()
{
    short data;
    /* Initialize data */
    data = 0;
    if(STATIC_CONST_FIVE==5)
    {
        
        data = (short)RAND32();
    }
    {
        char source[100];
        char dest[100] = """";
        memset(source, 'A', 100-1);
        source[100-1] = '\0';
        if (data < 100)
        {
            
            memcpy(dest, source, data);
            dest[data] = '\0'; /* NULL terminate */
        }
        printLine(dest);
    }
}",1
"void anonymous()
{
    int data;
    /* Initialize data */
    data = -1;
    if(staticTrue)
    {
        {
            char inputBuffer[CHAR_ARRAY_SIZE] = """";
            
            if (fgets(inputBuffer, CHAR_ARRAY_SIZE, stdin) != NULL)
            {
                /* Convert to int */
                data = atoi(inputBuffer);
            }
            else
            {
                printLine(""fgets() failed."");
            }
        }
    }
    /* Assume we want to allocate a relatively small buffer */
    if (data < 100)
    {
        
        char * dataBuffer = (char *)malloc(data);
        if (dataBuffer == NULL) {exit(-1);}
        /* Do something with dataBuffer */
        memset(dataBuffer, 'A', data-1);
        dataBuffer[data-1] = '\0';
        printLine(dataBuffer);
        free(dataBuffer);
    }
}",1
"void anonymous()
{
    wchar_t * data;
    data = (wchar_t *)malloc(100*sizeof(wchar_t));
    if (data == NULL) {exit(-1);}
    data[0] = L'\0';
    {
        /* Read input from the console */
        size_t dataLen = wcslen(data);
        /* if there is room in data, read into it from the console */
        if (100-dataLen > 1)
        {
            
            if (fgetws(data+dataLen, (int)(100-dataLen), stdin) != NULL)
            {
                /* The next few lines remove the carriage return from the string that is
                 * inserted by fgetws() */
                dataLen = wcslen(data);
                if (dataLen > 0 && data[dataLen-1] == L'\n')
                {
                    data[dataLen-1] = L'\0';
                }
            }
            else
            {
                printLine(""fgetws() failed"");
                /* Restore NUL terminator if fgetws fails */
                data[dataLen] = L'\0';
            }
        }
    }
    if(globalReturnsTrue())
    {
        
        for (; *data != L'\0'; data++)
        {
            if (*data == SEARCH_CHAR)
            {
                printLine(""We have a match!"");
                break;
            }
        }
        free(data);
    }
}",1
"void anonymous()
{
    double * data;
    data = (double *)malloc(10*sizeof(double));
    if (data == NULL) {exit(-1);}
    switch(6)
    {
    case 6:
        
    {
        int i;
        for(i=0; i<(10/2); i++)
        {
            data[i] = (double)i;
        }
    }
    break;
    default:
        
        printLine(""Benign, fixed string"");
        break;
    }
    switch(7)
    {
    case 7:
        
    {
        int i;
        for(i=0; i<10; i++)
        {
            printDoubleLine(data[i]);
        }
    }
    break;
    default:
        
        printLine(""Benign, fixed string"");
        break;
    }
}",1
"void anonymous()
{
    int data;
    /* Initialize data */
    data = -1;
    
    data = INT_MAX / 2 + 2; /* 1073741825 */
    /* NOTE: This value will cause the sink to only allocate 4 bytes of memory, however
     * the for loop will attempt to access indices 0-1073741824 */
    anonymousData = data;
    Sink();
}",1
"void anonymous()
{
    int64_t data;
    int64_t *dataPtr1 = &data;
    int64_t *dataPtr2 = &data;
    data = 0LL;
    {
        int64_t data = *dataPtr1;
        
        fscanf (stdin, ""%"" SCNd64, &data);
        *dataPtr1 = data;
    }
    {
        int64_t data = *dataPtr2;
        {
            
            int64_t result = data * data;
            printLongLongLine(result);
        }
    }
}",1
"void anonymous()
{
    twoIntsStruct * data;
    /* Initialize data */
    data = NULL;
    if(staticTrue)
    {
        
        
        data = (twoIntsStruct *)malloc(sizeof(data));
        if (data == NULL) {exit(-1);}
        data->intOne = 1;
        data->intTwo = 2;
    }
    
    printStructLine(data);
    free(data);
}",1
"void anonymous(void * dataVoidPtr)
{
    /* cast void pointer to a pointer of the appropriate type */
    wchar_t * * dataPtr = (wchar_t * *)dataVoidPtr;
    /* dereference dataPtr into data */
    wchar_t * data = (*dataPtr);
    {
        wchar_t *args[] = {COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL};
        /* wexecvp - searches for the location of the command among
         * the directories specified by the PATH environment variable */
        
        EXECVP(COMMAND_INT, args);
    }
}",1
"void anonymous(char data)
{
    {
        
        printLine(""Benign, fixed string"");
    }
    else
    {
        
        data = 'C';
        printHexCharLine(data);
    }
}",0
"void anonymous()
{
    if(globalFive==5)
    {
        
        PUTS(L""string"");
    }
}",1
"void anonymous()
{
    wchar_t * data;
    wchar_t dataBuffer[100] = L"""";
    data = dataBuffer;
    while(1)
    {
        {
            /* Read input from a file */
            size_t dataLen = wcslen(data);
            FILE * pFile;
            /* if there is room in data, attempt to read the input from a file */
            if (100-dataLen > 1)
            {
                pFile = fopen(FILENAME, ""r"");
                if (pFile != NULL)
                {
                    
                    if (fgetws(data+dataLen, (int)(100-dataLen), pFile) == NULL)
                    {
                        printLine(""fgetws() failed"");
                        /* Restore NUL terminator if fgetws fails */
                        data[dataLen] = L'\0';
                    }
                    fclose(pFile);
                }
            }
        }
        break;
    }
    {
        HMODULE hModule;
        
        hModule = LoadLibraryW(data);
        if (hModule != NULL)
        {
            FreeLibrary(hModule);
            printLine(""Library loaded and freed successfully"");
        }
        else
        {
            printLine(""Unable to load library"");
        }
    }
}",1
"void anonymous()
{
    unsigned int data;
    data = 0;
    if(staticReturnsTrue())
    {
        
        data = UINT_MAX;
    }
    if(staticReturnsTrue())
    {
        {
            
            data++;
            unsigned int result = data;
            printUnsignedLine(result);
        }
    }
}",1
"void anonymous()
{
    short data;
    data = 0;
    if(STATIC_CONST_TRUE)
    {
        
        fscanf (stdin, ""%hd"", &data);
    }
    if(STATIC_CONST_TRUE)
    {
        if(data < 0) /* ensure we won't have an overflow */
        {
            
            short result = data * 2;
            printIntLine(result);
        }
    }
}",1
"{
    wchar_t * data = dataArray[2];
    {
        LDAP* pLdapConnection = NULL;
        ULONG connectSuccess = 0L;
        ULONG searchSuccess = 0L;
        LDAPMessage *pMessage = NULL;
        wchar_t filter[256];
        
        _snwprintf(filter, 256-1, L""(cn=%s)"", data);
        pLdapConnection = ldap_initW(L""localhost"", LDAP_PORT);
        if (pLdapConnection == NULL)
        {
            printLine(""Initialization failed"");
            exit(1);
        }
        connectSuccess = ldap_connect(pLdapConnection, NULL);
        if (connectSuccess != LDAP_SUCCESS)
        {
            printLine(""Connection failed"");
            exit(1);
        }
        searchSuccess = ldap_search_ext_sW(
                            pLdapConnection,
                            L""base"",
                            LDAP_SCOPE_SUBTREE,
                            filter,
                            NULL,
                            0,
                            NULL,
                            NULL,
                            LDAP_NO_LIMIT,
                            LDAP_NO_LIMIT,
                            &pMessage);
        if (searchSuccess != LDAP_SUCCESS)
        {
            printLine(""Search failed"");
            if (pMessage != NULL)
            {
                ldap_msgfree(pMessage);
            }
            exit(1);
        }
        /* Typically you would do something with the search results, but this is a test case and we can ignore them */
        
        if (pMessage != NULL)
        {
            ldap_msgfree(pMessage);
        }
        /* Close the connection */
        ldap_unbind(pLdapConnection);
    }
}",0
"wchar_t * anonymous(wchar_t * data)
{
    {
        
        printLine(""Benign, fixed string"");
    }
    else
    {
        
    }
    return data;
}",0
"void anonymous()
{
    char * data;
    char dataBuffer[100];
    memset(dataBuffer, 'A', 100-1);
    dataBuffer[100-1] = '\0';
    
    data = dataBuffer - 8;
    {
        char * dataCopy = data;
        char * data = dataCopy;
        {
            char source[100];
            memset(source, 'C', 100-1); /* fill with 'C's */
            source[100-1] = '\0'; /* null terminate */
            
            memmove(data, source, 100*sizeof(char));
            /* Ensure the destination buffer is null terminated */
            data[100-1] = '\0';
            printLine(data);
        }
    }
}",1
"void anonymous()
{
    int data = anonymous1;
    
    printIntLine(100 % data);
}",1
"void anonymous()
{
    if(staticTrue)
    {
        {
            char * password = (char *)ALLOCA(100*sizeof(char));
            size_t passwordLen = 0;
            HANDLE hUser;
            char * username = ""User"";
            char * domain = ""Domain"";
            /* Initialize password */
            password[0] = '\0';
            if (fgets(password, 100, stdin) == NULL)
            {
                printLine(""fgets() failed"");
                /* Restore NUL terminator if fgets fails */
                password[0] = '\0';
            }
            /* Remove the carriage return from the string that is inserted by fgets() */
            passwordLen = strlen(password);
            if (passwordLen > 0)
            {
                password[passwordLen-1] = '\0';
            }
            /* Use the password in LogonUser() to establish that it is ""sensitive"" */
            if (LogonUserA(
                        username,
                        domain,
                        password,
                        LOGON32_LOGON_NETWORK,
                        LOGON32_PROVIDER_DEFAULT,
                        &hUser) != 0)
            {
                printLine(""User logged in successfully."");
                CloseHandle(hUser);
            }
            else
            {
                printLine(""Unable to login."");
            }
            
        }
    }
}",1
"void anonymous()
{
    if(5==5)
    {
        
        putwchar((wchar_t)L'A');
    }
}",1
"void anonymous()
{
    {
        char source[10+1] = SRC_STRING;
        
        strcpy(data, source);
        printLine(data);
        free(data);
    }
}",0
"void anonymous()
{
    char * data;
    data = NULL;
    
    data = (char *)malloc(10*sizeof(char));
    if (data == NULL) {exit(-1);}
    {
        char * dataCopy = data;
        char * data = dataCopy;
        {
            char source[10+1] = SRC_STRING;
            /* Copy length + 1 to include NUL terminator from source */
            
            memcpy(data, source, (strlen(source) + 1) * sizeof(char));
            printLine(data);
            free(data);
        }
    }
}",1
"void anonymous()
{
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        
        strncpy(dest, data, strlen(dest));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
        
    }
}",0
"void anonymous()
{
    long * data;
    anonymous1 myStruct;
    data = NULL; /* Initialize data */
    
    data = (long *)malloc(1*sizeof(long));
    myStruct.structFirst = data;
    anonymous2(myStruct);
}",1
"void anonymous()
{
    char * data;
    char * dataBuffer = (char *)ALLOCA(100*sizeof(char));
    data = dataBuffer;
    anonymousGlobal = 1; /* true */
    data = anonymousSource(data);
    {
        char dest[50] = """";
        
        strncpy(dest, data, strlen(data));
        dest[50-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
    }
}",1
"void anonymous(void * dataVoidPtr)
{
    /* cast void pointer to a pointer of the appropriate type */
    wchar_t * * dataPtr = (wchar_t * *)dataVoidPtr;
    /* dereference dataPtr into data */
    wchar_t * data = (*dataPtr);
    
    if (data != NULL)
    {
        wcscpy(data, L""Initialize"");
        printWLine(data);
        free(data);
    }
}",0
"void anonymous()
{
    char * data;
    char * dataBuffer = (char *)ALLOCA(50*sizeof(char));
    if(staticReturnsTrue())
    {
        
        data = dataBuffer;
        data[0] = '\0'; /* null terminate */
    }
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        
        memcpy(data, source, 100*sizeof(char));
        data[100-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
    }
}",1
"void * anonymous(void * data)
{
    {
        
    }
    return data;
}",0
"void anonymous()
{
    short data;
    /* Initialize data */
    data = -1;
    if(globalReturnsTrue())
    {
        {
            char inputBuffer[CHAR_ARRAY_SIZE] = """";
            
            if (fgets(inputBuffer, CHAR_ARRAY_SIZE, stdin) != NULL)
            {
                /* Convert to short */
                data = (short)atoi(inputBuffer);
            }
            else
            {
                printLine(""fgets() failed."");
            }
        }
    }
    {
        
        char charData = (char)data;
        printHexCharLine(charData);
    }
}",1
"void anonymous()
{
    char * data;
    char dataBuffer[100] = """";
    data = dataBuffer;
    if(staticTrue)
    {
        {
            /* Append input from an environment variable to data */
            size_t dataLen = strlen(data);
            char * environment = GETENV(ENV_VARIABLE);
            /* If there is data in the environment variable */
            if (environment != NULL)
            {
                
                strncat(data+dataLen, environment, 100-dataLen-1);
            }
        }
    }
    if(staticTrue)
    {
        {
            int i, n, intVariable;
            if (sscanf(data, ""%d"", &n) == 1)
            {
                
                intVariable = 0;
                for (i = 0; i < n; i++)
                {
                    
                    intVariable++; /* avoid a dead/empty code block issue */
                }
                printIntLine(intVariable);
            }
        }
    }
}",1
"char * anonymous(char * password)
{
    {
        {
            size_t passwordLen = 0;
            
            if (fgets(password, 100, stdin) == NULL)
            {
                printLine(""fgets() failed"");
                /* Restore NUL terminator if fgets fails */
                password[0] = '\0';
            }
            /* Remove the carriage return from the string that is inserted by fgets() */
            passwordLen = strlen(password);
            if (passwordLen > 0)
            {
                password[passwordLen-1] = '\0';
            }
        }
    }
    return password;
}",0
"void anonymous()
{
    int data;
    /* Initialize data */
    data = -1;
    if(STATIC_CONST_FIVE==5)
    {
        
        fscanf(stdin, ""%d"", &data);
    }
    if(STATIC_CONST_FIVE==5)
    {
        {
            int i;
            int * buffer = (int *)malloc(10 * sizeof(int));
            if (buffer == NULL) {exit(-1);}
            /* initialize buffer */
            for (i = 0; i < 10; i++)
            {
                buffer[i] = 0;
            }
            
            if (data >= 0)
            {
                buffer[data] = 1;
                /* Print the array values */
                for(i = 0; i < 10; i++)
                {
                    printIntLine(buffer[i]);
                }
            }
            else
            {
                printLine(""ERROR: Array index is negative."");
            }
            free(buffer);
        }
    }
}",1
"void anonymous()
{
    twoIntsStruct * data;
    twoIntsStruct dataUninitArray[10];
    data = dataUninitArray;
    if(STATIC_CONST_FIVE==5)
    {
        
        ; /* empty statement needed for some flow variants */
    }
    if(STATIC_CONST_FIVE==5)
    {
        
        {
            int i;
            for(i=0; i<10; i++)
            {
                printIntLine(data[i].intOne);
                printIntLine(data[i].intTwo);
            }
        }
    }
}",1
"void anonymous(unsigned int data)
{
    {
        
        printLine(""Benign, fixed string"");
    }
    else
    {
        
        if (data > 0)
        {
            unsigned int result = data - 1;
            printUnsignedLine(result);
        }
        else
        {
            printLine(""data value is too large to perform subtraction."");
        }
    }
}",0
"char * anonymous(char * data)
{
    {
        /* Append input from an environment variable to data */
        size_t dataLen = strlen(data);
        char * environment = GETENV(ENV_VARIABLE);
        /* If there is data in the environment variable */
        if (environment != NULL)
        {
            
            strncat(data+dataLen, environment, 250-dataLen-1);
        }
    }
    return data;
}",1
"void anonymous()
{
    int data;
    /* Initialize data */
    data = 0;
    if(globalReturnsTrueOrFalse())
    {
        
        data = RAND32();
    }
    else
    {
        
        data = 2;
    }
    if(globalReturnsTrueOrFalse())
    {
        {
            
            int result = data * data;
            printIntLine(result);
        }
    }
    else
    {
        
        if (data > INT_MIN && abs(data) < (long)sqrt((double)INT_MAX))
        {
            int result = data * data;
            printIntLine(result);
        }
        else
        {
            printLine(""data value is too large to perform arithmetic safely."");
        }
    }
}",1
"void anonymous()
{
    {
        
        char dataBuffer[100] = """";
        char * data = dataBuffer;
        
        fscanf(stdin, ""%99s\0"", data);
    }
}",1
"void anonymous(char data)
{
    {
        
        if (data > CHAR_MIN)
        {
            char result = data - 1;
            printHexCharLine(result);
        }
        else
        {
            printLine(""data value is too large to perform subtraction."");
        }
    }
}",0
"void anonymous(char * dataArray[])
{
    char * data = dataArray[2];
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        
        memcpy(data, source, 100*sizeof(char));
        /* Ensure the destination buffer is null terminated */
        data[100-1] = '\0';
        printLine(data);
    }
}",0
"void anonymous(char * dataArray[])
{
    char * data = dataArray[2];
    {
        char dest[50] = """";
        
        SNPRINTF(dest, strlen(data), ""%s"", data);
        printLine(data);
        free(data);
    }
}",0
"void anonymous()
{
    char * data;
    char dataBuffer[100] = COMMAND_ARG2;
    data = dataBuffer;
    {
        /* Read input from the console */
        size_t dataLen = strlen(data);
        /* if there is room in data, read into it from the console */
        if (100-dataLen > 1)
        {
            
            if (fgets(data+dataLen, (int)(100-dataLen), stdin) != NULL)
            {
                /* The next few lines remove the carriage return from the string that is
                 * inserted by fgets() */
                dataLen = strlen(data);
                if (dataLen > 0 && data[dataLen-1] == '\n')
                {
                    data[dataLen-1] = '\0';
                }
            }
            else
            {
                printLine(""fgets() failed"");
                /* Restore NUL terminator if fgets fails */
                data[dataLen] = '\0';
            }
        }
    }
    {
        char * dataCopy = data;
        char * data = dataCopy;
        /* execl - specify the path where the command is located */
        
        EXECL(COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);
    }
}",1
"void anonymous(int count)
{
    {
        {
            size_t i = 0;
            FILE *pFile = NULL;
            
            if (count > 0 && count <= 20)
            {
                pFile = fopen(filename, ""w+"");
                if (pFile == NULL)
                {
                    exit(1);
                }
                for (i = 0; i < (size_t)count; i++)
                {
                    if (strlen(SENTENCE) != fwrite(SENTENCE, sizeof(char), strlen(SENTENCE), pFile)) exit(1);
                }
                if (pFile)
                {
                    fclose(pFile);
                }
            }
        }
    }
}",0
"void anonymous(wchar_t * dataArray[])
{
    wchar_t * data = dataArray[2];
    {
        wchar_t dest[100];
        wmemset(dest, L'C', 100-1);
        dest[100-1] = L'\0'; /* null terminate */
        
        memmove(dest, data, wcslen(dest)*sizeof(wchar_t));
        dest[100-1] = L'\0';
        printWLine(dest);
        free(data);
    }
}",0
"void anonymous()
{
    int64_t * data;
    data = NULL; /* Initialize data */
    
    data = (int64_t *)realloc(data, 1*sizeof(int64_t));
    if(STATIC_CONST_TRUE)
    {
        
        data[0] = 5LL;
        printLongLongLine(data[0]);
        free(data);
    }
}",1
"void anonymous(char data)
{
    
    if (data > CHAR_MIN)
    {
        char result = data - 1;
        printHexCharLine(result);
    }
    else
    {
        printLine(""data value is too large to perform subtraction."");
    }
}",0
"{
    {
        
        printLine(""Benign, fixed string"");
    }
    else
    {
        {
            HCRYPTPROV hCryptProv = 0;
            HCRYPTHASH hHash = 0;
            HCRYPTKEY hKey = 0;
            char hashData[100] = HASH_INPUT;
            HANDLE pHandle;
            char * username = ""User"";
            char * domain = ""Domain"";
            do
            {
                BYTE payload[(100 - 1) * sizeof(char)]; /* same size as password except for NUL terminator */
                DWORD payloadBytes;
                /* Hex-decode the input string into raw bytes */
                payloadBytes = decodeHexChars(payload, sizeof(payload), password);
                /* Wipe the hex string, to prevent it from being given to LogonUserA if
                 * any of the crypto calls fail. */
                SecureZeroMemory(password, 100 * sizeof(char));
                /* Aquire a Context */
                if(!CryptAcquireContext(&hCryptProv, NULL, MS_ENH_RSA_AES_PROV, PROV_RSA_AES, 0))
                {
                    break;
                }
                /* Create hash handle */
                if(!CryptCreateHash(hCryptProv, CALG_SHA_256, 0, 0, &hHash))
                {
                    break;
                }
                /* Hash the input string */
                if(!CryptHashData(hHash, (BYTE*)hashData, strlen(hashData), 0))
                {
                    break;
                }
                /* Derive an AES key from the hash */
                if(!CryptDeriveKey(hCryptProv, CALG_AES_256, hHash, 0, &hKey))
                {
                    break;
                }
                
                if(!CryptDecrypt(hKey, 0, 1, 0, payload, &payloadBytes))
                {
                    break;
                }
                /* Copy back into password and NUL-terminate */
                memcpy(password, payload, payloadBytes);
                password[payloadBytes / sizeof(char)] = '\0';
            }
            while (0);
            if (hKey)
            {
                CryptDestroyKey(hKey);
            }
            if (hHash)
            {
                CryptDestroyHash(hHash);
            }
            if (hCryptProv)
            {
                CryptReleaseContext(hCryptProv, 0);
            }
            /* Use the password in LogonUser() to establish that it is ""sensitive"" */
            if (LogonUserA(
                        username,
                        domain,
                        password,
                        LOGON32_LOGON_NETWORK,
                        LOGON32_PROVIDER_DEFAULT,
                        &pHandle) != 0)
            {
                printLine(""User logged in successfully."");
                CloseHandle(pHandle);
            }
            else
            {
                printLine(""Unable to login."");
            }
        }
    }
}",0
"void anonymous(FILE * data)
{
    {
        
        printLine(""Benign, fixed string"");
    }
    else
    {
        /* Do nothing */
        
        ; /* empty statement needed for some flow variants */
    }
}",0
"void anonymous()
{
    wchar_t * data;
    wchar_t dataBuffer[100] = L"""";
    data = dataBuffer;
    if(globalReturnsTrue())
    {
        {
            /* Read input from the console */
            size_t dataLen = wcslen(data);
            /* if there is room in data, read into it from the console */
            if (100-dataLen > 1)
            {
                
                if (fgetws(data+dataLen, (int)(100-dataLen), stdin) != NULL)
                {
                    /* The next few lines remove the carriage return from the string that is
                     * inserted by fgetws() */
                    dataLen = wcslen(data);
                    if (dataLen > 0 && data[dataLen-1] == L'\n')
                    {
                        data[dataLen-1] = L'\0';
                    }
                }
                else
                {
                    printLine(""fgetws() failed"");
                    /* Restore NUL terminator if fgetws fails */
                    data[dataLen] = L'\0';
                }
            }
        }
    }
    if(globalReturnsTrue())
    {
        
        wprintf(data);
    }
}",1
"void anonymous()
{
    unsigned int data = anonymous1;
    {
        
        --data;
        unsigned int result = data;
        printUnsignedLine(result);
    }
}",1
"void anonymous()
{
    int * data;
    data = NULL; /* Initialize data */
    if(globalFive==5)
    {
        {
            
            int * dataBuffer = (int *)ALLOCA(100*sizeof(int));
            {
                size_t i;
                for (i = 0; i < 100; i++)
                {
                    dataBuffer[i] = 5;
                }
            }
            data = dataBuffer;
        }
    }
    printIntLine(data[0]);
    
    free(data);
}",1
"void anonymous(long * data)
{
    {
        
        printLine(""Benign, fixed string"");
    }
    else
    {
        
        if (data != NULL)
        {
            printLongLine(*data);
        }
        else
        {
            printLine(""data is NULL"");
        }
    }
}",0
"void anonymous(anonymous1 myStruct)
{
    int64_t data = myStruct.structFirst;
    
    if (data > LLONG_MIN)
    {
        --data;
        int64_t result = data;
        printLongLongLine(result);
    }
    else
    {
        printLine(""data value is too large to perform arithmetic safely."");
    }
}",0
"void anonymous()
{
    if(STATIC_CONST_FIVE==5)
    {
        {
            char * filename;
            char tmpl[] = ""fnXXXXXX"";
            int fileDesc;
            filename = MKTEMP(tmpl);
            if (filename == NULL)
            {
                exit(1);
            }
            printLine(filename);
            
            fileDesc = OPEN(filename, O_RDWR|O_CREAT, S_IREAD|S_IWRITE);
            if (fileDesc != -1)
            {
                printLine(""Temporary file was opened...now closing file"");
                CLOSE(fileDesc);
            }
        }
    }
}",1
