code,vulnerable
"{
    int data = myStruct.structFirst;
    if(data < 0) /* ensure we won't have an overflow */
    {
        
        if (data > (INT_MIN/2))
        {
            int result = data * 2;
            printIntLine(result);
        }
        else
        {
            printLine(""data value is too small to perform multiplication."");
        }
    }
}",0
"{
    char * data;
    char * dataBuffer = (char *)ALLOCA(100*sizeof(char));
    data = dataBuffer;
    
    memset(data, 'A', 100-1); /* fill with 'A's */
    data[100-1] = '\0'; /* null terminate */
    {
        char * dataCopy = data;
        char * data = dataCopy;
        {
            char dest[50] = """";
            
            strncpy(dest, data, strlen(data));
            dest[50-1] = '\0'; /* Ensure the destination buffer is null terminated */
            printLine(data);
        }
    }
}",1
"{
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        
        strcpy(data, source);
        printLine(data);
        free(data);
    }
}",0
"{
    int data;
    /* Initialize data */
    data = -1;
    if(globalReturnsTrue())
    {
        
        fscanf(stdin, ""%d"", &data);
    }
    {
        
        short shortData = (short)data;
        printShortLine(shortData);
    }
}",1
"{
    if(STATIC_CONST_FIVE==5)
    {
        
        if (REMOVE(""removeme.txt"") == 0)
        {
            printLine(""remove failed!"");
        }
    }
}",1
"{
    char * data = dataArray[2];
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        
        memcpy(data, source, 100*sizeof(char));
        /* Ensure the destination buffer is null terminated */
        data[100-1] = '\0';
        printLine(data);
    }
}",0
"{
    wchar_t * data = *dataPtr;
    {
        wchar_t dest[100] = L"""";
        
        SNPRINTF(dest, 100-1, L""%s"", data);
        printWLine(dest);
    }
}",0
"{
    {
        
        printLine(""Benign, fixed string"");
    }
    else
    {
        
        wcscat(data, L""Doe, XXXXX"");
    }
    return data;
}",0
"{
    if(globalReturnsTrueOrFalse())
    {
        {
            FILETIME ftModified;
            ULONGLONG qwResult;
            HANDLE hFile = INVALID_HANDLE_VALUE;
            do
            {
                hFile = CreateFile(TEXT(""File.txt""),
                                   GENERIC_READ | GENERIC_WRITE, /* needed for SetFileTime to work properly */
                                   0,
                                   NULL,
                                   CREATE_ALWAYS,
                                   FILE_ATTRIBUTE_NORMAL, NULL);
                if (hFile == INVALID_HANDLE_VALUE)
                {
                    break;
                }
                if (GetFileTime(hFile,
                                NULL,
                                NULL,
                                &ftModified) == 0)
                {
                    break;
                }
                /* adapted from http://support.microsoft.com/kb/188768 */
                qwResult = (((ULONGLONG) ftModified.dwHighDateTime) << 32) + ftModified.dwLowDateTime;
                /* Subtract 10 days from real last modified date */
                qwResult -= 10 * _DAY;
                /* Copy result back into ftModified */
                ftModified.dwLowDateTime  = (DWORD)(qwResult & 0xFFFFFFFF);
                ftModified.dwHighDateTime = (DWORD)(qwResult >> 32);
                
                SetFileTime(hFile,
                            (LPFILETIME)NULL,
                            (LPFILETIME)NULL,
                            &ftModified);
            }
            while (0);
            if (hFile != INVALID_HANDLE_VALUE)
            {
                CloseHandle(hFile);
            }
        }
    }
    else
    {
        {
                                      GENERIC_READ | GENERIC_WRITE,
                                      0,
                                      NULL,
                                      CREATE_ALWAYS,
                                      FILE_ATTRIBUTE_NORMAL, NULL);
            
            if (hFile != INVALID_HANDLE_VALUE)
            {
                CloseHandle(hFile);
            }
        }
    }
}",1
"{
    wchar_t * data;
    wchar_t dataBuffer[100];
    data = dataBuffer;
    if(staticReturnsTrue())
    {
        
        wmemset(data, L'A', 100-1); /* fill with L'A's */
        data[100-1] = L'\0'; /* null terminate */
    }
    {
        wchar_t dest[50] = L"""";
        
        wcscpy(dest, data);
        printWLine(data);
    }
}",1
"{
    int64_t data;
    data = 0LL;
    if(STATIC_CONST_TRUE)
    {
        
        fscanf (stdin, ""%"" SCNd64, &data);
    }
    if(STATIC_CONST_TRUE)
    {
        if(data > 0) /* ensure we won't have an underflow */
        {
            
            int64_t result = data * 2;
            printLongLongLine(result);
        }
    }
}",1
"{
    int count;
    /* Initialize count */
    count = -1;
    if(1)
    {
        
        count = RAND32();
    }
    if(1)
    {
        
        SLEEP(count);
        printLine(""Sleep time possibly too long"");
    }
}",1
"{
    int data;
    /* Initialize data */
    data = -1;
    
    data = -1;
    {
        char source[100];
        char dest[100] = """";
        memset(source, 'A', 100-1);
        source[100-1] = '\0';
        if (data < 100)
        {
            
            memcpy(dest, source, data);
            dest[data] = '\0'; /* NULL terminate */
        }
        printLine(dest);
    }
}",1
"{
    char * data;
    data = NULL;
    while(1)
    {
        {
            char * dataBuffer = (char *)malloc(100*sizeof(char));
            if (dataBuffer == NULL) {exit(-1);}
            memset(dataBuffer, 'A', 100-1);
            dataBuffer[100-1] = '\0';
            
            data = dataBuffer - 8;
        }
        break;
    }
    {
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        
        strncpy(dest, data, strlen(dest));
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
        
    }
}",1
"{
    while(1)
    {
        {
            char password[100] = """";
            size_t passwordLen = 0;
            HANDLE pHandle;
            char * username = ""User"";
            char * domain = ""Domain"";
            if (fgets(password, 100, stdin) == NULL)
            {
                printLine(""fgets() failed"");
                /* Restore NUL terminator if fgets fails */
                password[0] = '\0';
            }
            /* Remove the carriage return from the string that is inserted by fgets() */
            passwordLen = strlen(password);
            if (passwordLen > 0)
            {
                password[passwordLen-1] = '\0';
            }
            /* Use the password in LogonUser() to establish that it is ""sensitive"" */
            if (LogonUserA(
                        username,
                        domain,
                        password,
                        LOGON32_LOGON_NETWORK,
                        LOGON32_PROVIDER_DEFAULT,
                        &pHandle) != 0)
            {
                printLine(""User logged in successfully."");
                CloseHandle(pHandle);
            }
            else
            {
                printLine(""Unable to login."");
            }
            
            fprintf(stderr, ""User attempted access with password: %s\n"", password);
        }
        break;
    }
}",1
"{
    wchar_t * data;
    wchar_t dataBuffer[100] = L"""";
    data = dataBuffer;
    if(STATIC_CONST_TRUE)
    {
        {
            /* Read input from the console */
            size_t dataLen = wcslen(data);
            /* if there is room in data, read into it from the console */
            if (100-dataLen > 1)
            {
                
                if (fgetws(data+dataLen, (int)(100-dataLen), stdin) != NULL)
                {
                    /* The next few lines remove the carriage return from the string that is
                     * inserted by fgetws() */
                    dataLen = wcslen(data);
                    if (dataLen > 0 && data[dataLen-1] == L'\n')
                    {
                        data[dataLen-1] = L'\0';
                    }
                }
                else
                {
                    printLine(""fgetws() failed"");
                    /* Restore NUL terminator if fgetws fails */
                    data[dataLen] = L'\0';
                }
            }
        }
    }
    if(STATIC_CONST_TRUE)
    {
        {
            int i, n, intVariable;
            if (swscanf(data, L""%d"", &n) == 1)
            {
                
                intVariable = 0;
                for (i = 0; i < n; i++)
                {
                    
                    intVariable++; /* avoid a dead/empty code block issue */
                }
                printIntLine(intVariable);
            }
        }
    }
}",1
"{
    wchar_t * data;
    data = NULL;
    if(staticTrue)
    {
        {
            wchar_t * dataBuffer = (wchar_t *)malloc(100*sizeof(wchar_t));
            if (dataBuffer == NULL) {exit(-1);}
            wmemset(dataBuffer, L'A', 100-1);
            dataBuffer[100-1] = L'\0';
            
            data = dataBuffer - 8;
        }
    }
    {
        wchar_t source[100];
        wmemset(source, L'C', 100-1); /* fill with 'C's */
        source[100-1] = L'\0'; /* null terminate */
        
        wcsncpy(data, source, 100-1);
        /* Ensure the destination buffer is null terminated */
        data[100-1] = L'\0';
        printWLine(data);
        
    }
}",1
"{
    char * data;
    data = NULL;
    if(1)
    {
        {
            char * dataBuffer = (char *)malloc(100*sizeof(char));
            if (dataBuffer == NULL) {exit(-1);}
            memset(dataBuffer, 'A', 100-1);
            dataBuffer[100-1] = '\0';
            
            data = dataBuffer - 8;
        }
    }
    {
        size_t i;
        char dest[100];
        memset(dest, 'C', 100-1); /* fill with 'C's */
        dest[100-1] = '\0'; /* null terminate */
        
        for (i = 0; i < 100; i++)
        {
            dest[i] = data[i];
        }
        /* Ensure null termination */
        dest[100-1] = '\0';
        printLine(dest);
        
    }
}",1
"{
    {
        
        strcpy(data, ""hostname"");
    }
    return data;
}",0
"{
    {
        
        size_t dataLen = strlen((char *)data);
        void * dest = (void *)calloc(dataLen+1, sizeof(wchar_t));
        if (dest == NULL) {exit(-1);}
        (void)wcscpy(dest, data);
        printLine((char *)dest);
        free(dest);
    }
}",1
"{
    if(globalReturnsTrue())
    {
        {
            twoIntsStruct * * pointer = (twoIntsStruct * *)malloc(sizeof(twoIntsStruct *));
            if (pointer == NULL) {exit(-1);}
            twoIntsStruct * data = *pointer; 
            free(pointer);
            printIntLine(data->intOne);
            printIntLine(data->intTwo);
        }
    }
}",1
"{
    wchar_t * data;
     myUnion;
    data = NULL;
    
    data = (wchar_t *)malloc(50*sizeof(wchar_t));
    if (data == NULL) {exit(-1);}
    data[0] = L'\0'; /* null terminate */
    myUnion.unionFirst = data;
    {
        wchar_t * data = myUnion.unionSecond;
        {
            wchar_t source[100];
            wmemset(source, L'C', 100-1); /* fill with L'C's */
            source[100-1] = L'\0'; /* null terminate */
            
            wcsncat(data, source, 100);
            printWLine(data);
            free(data);
        }
    }
}",1
"{
    int * data;
    data = (int *)ALLOCA(10*sizeof(int));
    if(globalReturnsTrue())
    {
        
        {
            int i;
            for(i=0; i<(10/2); i++)
            {
                data[i] = i;
            }
        }
    }
    if(globalReturnsTrue())
    {
        
        {
            int i;
            for(i=0; i<10; i++)
            {
                printIntLine(data[i]);
            }
        }
    }
}",1
"{
    {
        wchar_t * myString;
        
        
        if (data > wcslen(HELLO_STRING) && data < 100)
        {
            myString = (wchar_t *)malloc(data*sizeof(wchar_t));
            if (myString == NULL) {exit(-1);}
            /* Copy a small string into myString */
            wcscpy(myString, HELLO_STRING);
            printWLine(myString);
            free(myString);
        }
        else
        {
            printLine(""Input is less than the length of the source string or too large"");
        }
    }
}",0
"{
    {
        size_t i = 0;
        FILE *pFile = NULL;
        const char *filename = ""output.txt"";
        pFile = fopen(filename, ""w+"");
        if (pFile == NULL)
        {
            exit(1);
        }
        
        for (i = 0; i < (size_t)count; i++)
        {
            if (strlen(SENTENCE) != fwrite(SENTENCE, sizeof(char), strlen(SENTENCE), pFile))
            {
                exit(1);
            }
        }
        if (pFile)
        {
            fclose(pFile);
        }
    }
}",0
"{
    if(staticFive==5)
    {
        
        REMOVE(L""removeme.txt"");
    }
}",1
"{
    switch(6)
    {
    case 6:
    {
        char data[100] = """";
#ifdef _WIN32
        WSADATA wsaData;
        int wsaDataInit = 0;
#endif
        int recvResult;
        struct sockaddr_in service;
        char *replace;
        SOCKET listenSocket = INVALID_SOCKET;
        SOCKET acceptSocket = INVALID_SOCKET;
        size_t dataLen = strlen(data);
        do
        {
#ifdef _WIN32
            if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)
            {
                break;
            }
            wsaDataInit = 1;
#endif
            listenSocket = socket(AF_INET, SOCK_STREAM, IPPROTO_TCP);
            if (listenSocket == INVALID_SOCKET)
            {
                break;
            }
            memset(&service, 0, sizeof(service));
            service.sin_family = AF_INET;
            service.sin_addr.s_addr = INADDR_ANY;
            service.sin_port = htons(TCP_PORT);
            
            if (listen(listenSocket, LISTEN_BACKLOG) == SOCKET_ERROR)
            {
                break;
            }
            if (bind(listenSocket, (struct sockaddr*)&service, sizeof(service)) == SOCKET_ERROR)
            {
                break;
            }
            acceptSocket = accept(listenSocket, NULL, NULL);
            if (acceptSocket == SOCKET_ERROR)
            {
                break;
            }
            /* Abort on error or the connection was closed */
            recvResult = recv(acceptSocket, (char *)data+dataLen, (int)(100-dataLen-1), 0);
            if (recvResult == SOCKET_ERROR || recvResult == 0)
            {
                break;
            }
            /* Append null terminator */
            data[recvResult] = '\0';
            /* Eliminate CRLF */
            replace = strchr(data, '\r');
            if (replace)
            {
                *replace = '\0';
            }
            replace = strchr(data, '\n');
            if (replace)
            {
                *replace = '\0';
            }
        }
        while (0);
        if (listenSocket != INVALID_SOCKET)
        {
            CLOSE_SOCKET(listenSocket);
        }
        if (acceptSocket != INVALID_SOCKET)
        {
            CLOSE_SOCKET(acceptSocket);
        }
#ifdef _WIN32
        if (wsaDataInit)
        {
            WSACleanup();
        }
#endif
        printLine(data);
    }
    break;
    default:
        
        printLine(""Benign, fixed string"");
        break;
    }
}",1
"{
    if(5==5)
    {
        {
            int * pointer = (int *)ALLOCA(sizeof(int));
            int data = *pointer; 
            printIntLine(data);
        }
    }
}",1
"{
    switch(6)
    {
    case 6:
    {
        char filename[MAX_PATH] = """";
        int fileDesc;
        
        if (GetTempFileNameA(""."", """", 0, filename) == 0)
        {
            exit(1);
        }
        printLine(filename);
        
        fileDesc = OPEN(filename, O_RDWR|O_CREAT, S_IREAD|S_IWRITE);
        if (fileDesc != -1)
        {
            printLine(""Temporary file was opened...now closing file"");
            CLOSE(fileDesc);
        }
    }
    break;
    default:
        
        printLine(""Benign, fixed string"");
        break;
    }
}",1
"{
    {
        HCRYPTPROV hCryptProv = 0;
        HCRYPTHASH hHash = 0;
        HCRYPTKEY hKey = 0;
        char hashData[100] = HASH_INPUT;
        HANDLE pHandle;
        wchar_t * username = L""User"";
        wchar_t * domain = L""Domain"";
        do
        {
            BYTE payload[(100 - 1) * sizeof(wchar_t)]; /* same size as password except for NUL terminator */
            DWORD payloadBytes;
            /* Hex-decode the input string into raw bytes */
            payloadBytes = decodeHexWChars(payload, sizeof(payload), password);
            /* Wipe the hex string, to prevent it from being given to LogonUserW if
             * any of the crypto calls fail. */
            SecureZeroMemory(password, 100 * sizeof(wchar_t));
            /* Aquire a Context */
            if(!CryptAcquireContext(&hCryptProv, NULL, MS_ENH_RSA_AES_PROV, PROV_RSA_AES, 0))
            {
                break;
            }
            /* Create hash handle */
            if(!CryptCreateHash(hCryptProv, CALG_SHA_256, 0, 0, &hHash))
            {
                break;
            }
            /* Hash the input string */
            if(!CryptHashData(hHash, (BYTE*)hashData, strlen(hashData), 0))
            {
                break;
            }
            /* Derive an AES key from the hash */
            if(!CryptDeriveKey(hCryptProv, CALG_AES_256, hHash, 0, &hKey))
            {
                break;
            }
            
            if(!CryptDecrypt(hKey, 0, 1, 0, payload, &payloadBytes))
            {
                break;
            }
            /* Copy back into password and NUL-terminate */
            memcpy(password, payload, payloadBytes);
            password[payloadBytes / sizeof(wchar_t)] = L'\0';
        }
        while (0);
        if (hKey)
        {
            CryptDestroyKey(hKey);
        }
        if (hHash)
        {
            CryptDestroyHash(hHash);
        }
        if (hCryptProv)
        {
            CryptReleaseContext(hCryptProv, 0);
        }
        /* Use the password in LogonUser() to establish that it is ""sensitive"" */
        if (LogonUserW(
                    username,
                    domain,
                    password,
                    LOGON32_LOGON_NETWORK,
                    LOGON32_PROVIDER_DEFAULT,
                    &pHandle) != 0)
        {
            printLine(""User logged in successfully."");
            CloseHandle(pHandle);
        }
        else
        {
            printLine(""Unable to login."");
        }
    }
}",0
"{
    char * data;
    /* define a function pointer */
    void (*funcPtr) (char *) = ;
    data = (char *)malloc(100*sizeof(char));
    if (data == NULL) {exit(-1);}
    data[0] = '\0';
    {
#ifdef _WIN32
        WSADATA wsaData;
        int wsaDataInit = 0;
#endif
        int recvResult;
        struct sockaddr_in service;
        char *replace;
        SOCKET listenSocket = INVALID_SOCKET;
        SOCKET acceptSocket = INVALID_SOCKET;
        size_t dataLen = strlen(data);
        do
        {
#ifdef _WIN32
            if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)
            {
                break;
            }
            wsaDataInit = 1;
#endif
            
            listenSocket = socket(AF_INET, SOCK_STREAM, IPPROTO_TCP);
            if (listenSocket == INVALID_SOCKET)
            {
                break;
            }
            memset(&service, 0, sizeof(service));
            service.sin_family = AF_INET;
            service.sin_addr.s_addr = INADDR_ANY;
            service.sin_port = htons(TCP_PORT);
            if (bind(listenSocket, (struct sockaddr*)&service, sizeof(service)) == SOCKET_ERROR)
            {
                break;
            }
            if (listen(listenSocket, LISTEN_BACKLOG) == SOCKET_ERROR)
            {
                break;
            }
            acceptSocket = accept(listenSocket, NULL, NULL);
            if (acceptSocket == SOCKET_ERROR)
            {
                break;
            }
            /* Abort on error or the connection was closed */
            recvResult = recv(acceptSocket, (char *)(data + dataLen), sizeof(char) * (100 - dataLen - 1), 0);
            if (recvResult == SOCKET_ERROR || recvResult == 0)
            {
                break;
            }
            /* Append null terminator */
            data[dataLen + recvResult / sizeof(char)] = '\0';
            /* Eliminate CRLF */
            replace = strchr(data, '\r');
            if (replace)
            {
                *replace = '\0';
            }
            replace = strchr(data, '\n');
            if (replace)
            {
                *replace = '\0';
            }
        }
        while (0);
        if (listenSocket != INVALID_SOCKET)
        {
            CLOSE_SOCKET(listenSocket);
        }
        if (acceptSocket != INVALID_SOCKET)
        {
            CLOSE_SOCKET(acceptSocket);
        }
#ifdef _WIN32
        if (wsaDataInit)
        {
            WSACleanup();
        }
#endif
    }
    /* use the function pointer */
    funcPtr(data);
}",1
"{
    int64_t data = myStruct.structFirst;
    if(data < 0) /* ensure we won't have an overflow */
    {
        
        if (data > (LLONG_MIN/2))
        {
            int64_t result = data * 2;
            printLongLongLine(result);
        }
        else
        {
            printLine(""data value is too small to perform multiplication."");
        }
    }
}",0
"{
    if(1)
    {
        
        if (fputwc((wchar_t)L'A', stdout) == 0)
        {
            printLine(""fputwc failed!"");
        }
    }
}",1
"{
    wchar_t * data;
    wchar_t dataBuffer[100] = COMMAND_ARG2;
    data = dataBuffer;
    if(staticFive==5)
    {
        {
            /* Read input from the console */
            size_t dataLen = wcslen(data);
            /* if there is room in data, read into it from the console */
            if (100-dataLen > 1)
            {
                
                if (fgetws(data+dataLen, (int)(100-dataLen), stdin) != NULL)
                {
                    /* The next few lines remove the carriage return from the string that is
                     * inserted by fgetws() */
                    dataLen = wcslen(data);
                    if (dataLen > 0 && data[dataLen-1] == L'\n')
                    {
                        data[dataLen-1] = L'\0';
                    }
                }
                else
                {
                    printLine(""fgetws() failed"");
                    /* Restore NUL terminator if fgetws fails */
                    data[dataLen] = L'\0';
                }
            }
        }
    }
    {
        wchar_t *args[] = {COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL};
        /* wexecv - specify the path where the command is located */
        
        EXECV(COMMAND_INT_PATH, args);
    }
}",1
"{
    
    strcat(data, ""Doe, XXXXX"");
    return data;
}",0
"{
    if(1)
    {
        {
            int intRand = rand();
            
            if(intRand = 5)
            {
                printLine(""i was 5"");
            }
        }
    }
}",1
"{
    wchar_t * data = dataArray[2];
    
    wprintf(data);
}",0
"{
    short data;
    /* Initialize data */
    data = 0;
    
    fscanf (stdin, ""%hd"", &data);
    (&data);
}",1
"{
    FILE * data;
    FILE * *dataPtr1 = &data;
    FILE * *dataPtr2 = &data;
    /* Initialize data */
    data = NULL;
    {
        FILE * data = *dataPtr1;
        
        data = fopen(""Source_fopen.txt"", ""w+"");
        *dataPtr1 = data;
    }
    {
        FILE * data = *dataPtr2;
        if (data != NULL)
        {
            
            _close((int)data);
        }
    }
}",1
"{
    {
        
        if (data > 0)
        {
            unsigned int result = data - 1;
            printUnsignedLine(result);
        }
        else
        {
            printLine(""data value is too large to perform subtraction."");
        }
    }
}",0
"{
    twoIntsStruct * data;
    twoIntsStruct dataUninitArray[10];
    data = dataUninitArray;
    if(staticTrue)
    {
        
        ; /* empty statement needed for some flow variants */
    }
    if(staticTrue)
    {
        
        {
            int i;
            for(i=0; i<10; i++)
            {
                printIntLine(data[i].intOne);
                printIntLine(data[i].intTwo);
            }
        }
    }
}",1
"{
    int data;
    /* Initialize data */
    data = -1;
    if(5==5)
    {
        
        data = -5;
    }
    if(5==5)
    {
        {
            int buffer[10] = { 0 };
            
            if (data < 10)
            {
                printIntLine(buffer[data]);
            }
            else
            {
                printLine(""ERROR: Array index is too big."");
            }
        }
    }
}",1
"{
    short data = myStruct.structFirst;
    
    if (data > SHRT_MIN)
    {
        short result = data - 1;
        printIntLine(result);
    }
    else
    {
        printLine(""data value is too large to perform subtraction."");
    }
}",0
"{
    char * data;
    data = (char *)malloc(100*sizeof(char));
    if (data == NULL) {exit(-1);}
    if(STATIC_CONST_TRUE)
    {
        
        memset(data, 'A', 100-1); /* fill with 'A's */
        data[100-1] = '\0'; /* null terminate */
    }
    {
        char dest[50] = """";
        size_t i, dataLen;
        dataLen = strlen(data);
        
        for (i = 0; i < dataLen; i++)
        {
            dest[i] = data[i];
        }
        dest[50-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
        free(data);
    }
}",1
"{
    int64_t data;
    data = 0LL;
    if(1)
    {
        
        data = (int64_t)RAND64();
    }
    if(1)
    {
        {
            
            int64_t result = data + 1;
            printLongLongLine(result);
        }
    }
}",1
"{
    char data;
    /* define a function pointer */
    void (*funcPtr) (char) = ;
    data = ' ';
    
    data = CHAR_MIN;
    /* use the function pointer */
    funcPtr(data);
}",1
"{
    {
        
        if (data < SHRT_MAX)
        {
            ++data;
            short result = data;
            printIntLine(result);
        }
        else
        {
            printLine(""data value is too large to perform arithmetic safely."");
        }
    }
}",0
"{
    {
        
        printf(""%s\n"", data);
    }
}",0
"{
    {
        
        data = (int64_t *)malloc(100*sizeof(int64_t));
        if (data == NULL) {exit(-1);}
    }
    return data;
}",0
"{
    wchar_t * data;
    wchar_t dataBuffer[100];
    wmemset(dataBuffer, L'A', 100-1);
    dataBuffer[100-1] = L'\0';
    
    data = dataBuffer - 8;
    (&data);
}",1
"{
    int64_t data = dataArray[2];
    if(data < 0) /* ensure we won't have an overflow */
    {
        
        if (data > (LLONG_MIN/2))
        {
            int64_t result = data * 2;
            printLongLongLine(result);
        }
        else
        {
            printLine(""data value is too small to perform multiplication."");
        }
    }
}",0
"{
    unsigned int data = dataArray[2];
    
    if (data > 0)
    {
        --data;
        unsigned int result = data;
        printUnsignedLine(result);
    }
    else
    {
        printLine(""data value is too large to perform arithmetic safely."");
    }
}",0
"{
    int i;
    char * data;
    char dataBuffer[50];
    memset(dataBuffer, 'A', 50-1); /* fill with 'A's */
    dataBuffer[50-1] = '\0'; /* null terminate */
    for(i = 0; i < 1; i++)
    {
        
        data = dataBuffer;
    }
    {
        char dest[100];
        memset(dest, 'C', 100-1);
        dest[100-1] = '\0'; /* null terminate */
        
        memcpy(dest, data, strlen(dest)*sizeof(char));
        dest[100-1] = '\0';
        printLine(dest);
    }
}",1
"{
    wchar_t * data = dataArray[2];
    {
        wchar_t source[100];
        wmemset(source, L'C', 100-1); /* fill with 'C's */
        source[100-1] = L'\0'; /* null terminate */
        
        memmove(data, source, 100*sizeof(wchar_t));
        /* Ensure the destination buffer is null terminated */
        data[100-1] = L'\0';
        printWLine(data);
        
    }
}",0
"{
    {
        
        printLine(""Benign, fixed string"");
    }
    else
    {
        
        data = CHAR_MAX-5;
    }
    return data;
}",0
"{
    if (data != NULL)
    {
        
        fclose(data);
    }
}",0
"{
    twoIntsStruct * data;
    /* Initialize data */
    data = NULL;
    Static = 1; /* true */
    data = Source(data);
    
    printStructLine(data);
    free(data);
}",1
"{
    char data;
    data = ' ';
    switch(6)
    {
    case 6:
        
        fscanf (stdin, ""%c"", &data);
        break;
    default:
        
        printLine(""Benign, fixed string"");
        break;
    }
    switch(7)
    {
    case 7:
    {
        
        char result = data - 1;
        printHexCharLine(result);
    }
    break;
    default:
        
        printLine(""Benign, fixed string"");
        break;
    }
}",1
"{
    if()
    {
        {
            int i, n, intVariable;
            if (sscanf(data, ""%d"", &n) == 1)
            {
                
                intVariable = 0;
                for (i = 0; i < n; i++)
                {
                    
                    intVariable++; /* avoid a dead/empty code block issue */
                }
                printIntLine(intVariable);
            }
        }
    }
}",1
"{
    {
        
        data = 5;
        printIntLine(data);
    }
}",0
"{
    FILE * data = myStruct.structFirst;
    if (data != NULL)
    {
        
        fclose(data);
    }
}",0
"{
    if(STATIC_CONST_TRUE)
    {
        {
            
            wchar_t dataBuffer[100] = L"""";
            wchar_t * data = dataBuffer;
            
            fread((wchar_t *)data, sizeof(wchar_t), (size_t)(100-1), stdin);
        }
    }
}",1
"{
    char * data;
    char data_buf[100] = FULL_COMMAND;
    data = data_buf;
    {
#ifdef _WIN32
        WSADATA wsaData;
        int wsaDataInit = 0;
#endif
        int recvResult;
        struct sockaddr_in service;
        char *replace;
        SOCKET listenSocket = INVALID_SOCKET;
        SOCKET acceptSocket = INVALID_SOCKET;
        size_t dataLen = strlen(data);
        do
        {
#ifdef _WIN32
            if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)
            {
                break;
            }
            wsaDataInit = 1;
#endif
            
            listenSocket = socket(AF_INET, SOCK_STREAM, IPPROTO_TCP);
            if (listenSocket == INVALID_SOCKET)
            {
                break;
            }
            memset(&service, 0, sizeof(service));
            service.sin_family = AF_INET;
            service.sin_addr.s_addr = INADDR_ANY;
            service.sin_port = htons(TCP_PORT);
            if (bind(listenSocket, (struct sockaddr*)&service, sizeof(service)) == SOCKET_ERROR)
            {
                break;
            }
            if (listen(listenSocket, LISTEN_BACKLOG) == SOCKET_ERROR)
            {
                break;
            }
            acceptSocket = accept(listenSocket, NULL, NULL);
            if (acceptSocket == SOCKET_ERROR)
            {
                break;
            }
            /* Abort on error or the connection was closed */
            recvResult = recv(acceptSocket, (char *)(data + dataLen), sizeof(char) * (100 - dataLen - 1), 0);
            if (recvResult == SOCKET_ERROR || recvResult == 0)
            {
                break;
            }
            /* Append null terminator */
            data[dataLen + recvResult / sizeof(char)] = '\0';
            /* Eliminate CRLF */
            replace = strchr(data, '\r');
            if (replace)
            {
                *replace = '\0';
            }
            replace = strchr(data, '\n');
            if (replace)
            {
                *replace = '\0';
            }
        }
        while (0);
        if (listenSocket != INVALID_SOCKET)
        {
            CLOSE_SOCKET(listenSocket);
        }
        if (acceptSocket != INVALID_SOCKET)
        {
            CLOSE_SOCKET(acceptSocket);
        }
#ifdef _WIN32
        if (wsaDataInit)
        {
            WSACleanup();
        }
#endif
    }
    {
        char * dataCopy = data;
        char * data = dataCopy;
        
        if (SYSTEM(data) != 0)
        {
            printLine(""command execution failed!"");
            exit(1);
        }
    }
}",1
"{
    int * data = dataArray[2];
    /* do nothing */
    
    ; /* empty statement needed for some flow variants */
}",0
"{
    while(1)
    {
        
        /* TODO: This comment has the letters 'TODO' in it, which is certainly
         * suspicious, because it could indicate this code is not finished.
         */
        printLine(""Hello"");
        break;
    }
}",1
"{
    /* cast void pointer to a pointer of the appropriate type */
    int64_t * dataPtr = (int64_t *)dataVoidPtr;
    /* dereference dataPtr into data */
    int64_t data = (*dataPtr);
    
    if (data > LLONG_MIN)
    {
        data--;
        int64_t result = data;
        printLongLongLine(result);
    }
    else
    {
        printLine(""data value is too large to perform arithmetic safely."");
    }
}",0
"{
    int64_t data = dataArray[2];
    
    if (data > LLONG_MIN)
    {
        int64_t result = data - 1;
        printLongLongLine(result);
    }
    else
    {
        printLine(""data value is too large to perform subtraction."");
    }
}",0
"{
    if(staticTrue)
    {
        {
            
            char dataBuffer[100] = """";
            char * data = dataBuffer;
            
            scanf(""%99s\0"", data);
        }
    }
}",1
"{
    char * data;
    data = (char *)malloc(100*sizeof(char));
    if (data == NULL) {exit(-1);}
    anonymousGlobal = 1; /* true */
    data = anonymousSource(data);
    {
        char dest[50] = """";
        
        SNPRINTF(dest, strlen(data), ""%s"", data);
        printLine(data);
        free(data);
    }
}",1
"{
    short data;
    data = 0;
    if(globalReturnsTrueOrFalse())
    {
        
        data = (short)RAND32();
    }
    else
    {
        
        data = -2;
    }
    if(globalReturnsTrueOrFalse())
    {
        {
            
            data--;
            short result = data;
            printIntLine(result);
        }
    }
    else
    {
        
        if (data > SHRT_MIN)
        {
            data--;
            short result = data;
            printIntLine(result);
        }
        else
        {
            printLine(""data value is too large to perform arithmetic safely."");
        }
    }
}",1
