GraphVizId,NodeID,Function,InDegree,OutDegree,DirectCalls,IndirectCalls,BBs,NumLoops,CondBranches,UnCondBranches,Instructions,MemOps,StaticAllocations,DynamicAllocations,BasicMathOps,LogicOps,BitShiftOps,RegisterOps,PortOps,ApiFilesystemCalls,ApiRegistryCalls,ApiNetworkCalls,ApiDLLCalls,ApiObjectCalls,ApiProcessCalls,ApiServiceCalls,ApiSynchronizationCalls,ApiSystemInformationCalls,ApiTimeCalls,code,category,vulnerable,coarse_category,MallocCallCount,FreeCallCount,GepCount,StringFuncCount,IndirectCallInstCount,CmpCount,SelectCount,PhiCount,ReturnCount,SwitchCount,MaxBBsize
n0,0,CWE194_Unexpected_Sign_Extension__fscanf_strncpy_01_bad,0,5,5,0,3,0,1,1,29,21,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"{
    short data;
    /* Initialize data */
    data = 0;
    
    fscanf (stdin, ""%hd"", &data);
    {
        char source[100];
        char dest[100] = """";
        memset(source, 'A', 100-1);
        source[100-1] = '\0';
        if (data < 100)
        {
            
            strncpy(dest, source, data);
            dest[data] = '\0'; /* strncpy() does not always NULL terminate */
        }
        printLine(dest);
    }
}",Unexpected_Sign_Extension,1,IntegerArithmetic,0.0,0.0,10.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,16.0
n0,0,CWE197_Numeric_Truncation_Error__short_fgets_18_bad,0,5,5,0,5,0,1,3,25,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"{
    short data;
    /* Initialize data */
    data = -1;
    goto source;
source:
    {
        char inputBuffer[CHAR_ARRAY_SIZE] = """";
        
        if (fgets(inputBuffer, CHAR_ARRAY_SIZE, stdin) != NULL)
        {
            /* Convert to short */
            data = (short)atoi(inputBuffer);
        }
        else
        {
            printLine(""fgets() failed."");
        }
    }
    {
        
        char charData = (char)data;
        printHexCharLine(charData);
    }
}",Numeric_Truncation_Error,1,IntegerArithmetic,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0
n0,0,CWE398_Poor_Code_Quality__empty_block_10_bad,0,1,1,0,3,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    if(globalTrue)
    {
        
        {
        }
        printLine(""Hello from ()"");
    }
}",Poor_Code_Quality,1,ControlFlow,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
n0,0,CWE563_Unused_Variable__unused_uninit_variable_int64_t_02_bad,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    int64_t data;
    
    ; /* empty statement needed for some flow variants */
    if(1)
    {
        
        /* do nothing */
        ; /* empty statement needed for some flow variants */
    }
}",Unused_Variable,1,ControlFlow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
n5,5,CWE259_Hard_Coded_Password__w32_wchar_t_63b_goodG2BSink,0,4,4,0,4,0,1,2,24,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    wchar_t * password = *passwordPtr;
    {
        HANDLE pHandle;
        wchar_t * username = L""User"";
        wchar_t * domain = L""Domain"";
        
        if (LogonUserW(
                    username,
                    domain,
                    password,
                    LOGON32_LOGON_NETWORK,
                    LOGON32_PROVIDER_DEFAULT,
                    &pHandle) != 0)
        {
            printLine(""User logged in successfully."");
            CloseHandle(pHandle);
        }
        else
        {
            printLine(""Unable to login."");
        }
    }
}",Hard_Coded_Password,0,Crypto,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,17.0
n0,0,CWE758_Undefined_Behavior__char_pointer_alloca_use_15_bad,0,1,1,0,1,0,0,0,11,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    switch(6)
    {
    case 6:
    {
        char * * pointer = (char * *)ALLOCA(sizeof(char *));
        char * data = *pointer; 
        printLine(data);
    }
    break;
    default:
        
        printLine(""Benign, fixed string"");
        break;
    }
}",Undefined_Behavior,1,ControlFlow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0
n1,1,CWE122_Heap_Based_Buffer_Overflow__CWE135_66b_goodG2BSink,0,6,6,0,3,0,1,0,29,18,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    void * data = dataArray[2];
    {
        
        size_t dataLen = strlen((char *)data);
        void * dest = (void *)calloc(dataLen+1, 1);
        if (dest == NULL) {exit(-1);}
        (void)strcpy(dest, data);
        printLine((char *)dest);
        free(dest);
    }
}",Heap_Based_Buffer_Overflow,0,BufferOverflowWrite,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,19.0
n2,2,CWE690_NULL_Deref_From_Return__char_realloc_22_goodB2G2Sink,0,3,3,0,5,0,2,2,17,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    {
        
        if (data != NULL)
        {
            strcpy(data, ""Initialize"");
            printLine(data);
            free(data);
        }
    }
}",NULL_Deref_From_Return,0,MemoryManagement,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,7.0
n0,0,CWE404_Improper_Resource_Shutdown__fopen_w32_close_44_bad,0,2,1,1,1,0,0,0,10,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{
    FILE * data;
    /* define a function pointer */
    void (*funcPtr) (FILE *) = Sink;
    /* Initialize data */
    data = NULL;
    
    data = fopen(""Source_fopen.txt"", ""w+"");
    /* use the function pointer */
    funcPtr(data);
}",Improper_Resource_Shutdown,1,Resource,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0
n4,4,CWE321_Hard_Coded_Cryptographic_Key__w32_wchar_t_03_bad,0,26,26,0,20,0,9,9,93,38,8,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"{
    wchar_t * cryptoKey;
    wchar_t cryptoKeyBuffer[100] = L"""";
    cryptoKey = cryptoKeyBuffer;
    if(5==5)
    {
        
        wcscpy(cryptoKey, CRYPTO_KEY);
    }
    {
        HCRYPTPROV hCryptProv;
        HCRYPTKEY hKey;
        HCRYPTHASH hHash;
        wchar_t toBeEncrypted[] = L""String to be encrypted"";
        DWORD encryptedLen = wcslen(toBeEncrypted)*sizeof(wchar_t);
        BYTE encrypted[200];    /* buffer should be larger than toBeEncrypted to have room for IV and padding */
        /* Copy plaintext (without NUL terminator) into byte buffer */
        memcpy(encrypted, toBeEncrypted, encryptedLen);
        /* Try to get a context with and without a new key set */
        if(!CryptAcquireContext(&hCryptProv, NULL, MS_ENHANCED_PROV, PROV_RSA_AES, 0))
        {
            if(!CryptAcquireContext(&hCryptProv, NULL, MS_ENHANCED_PROV, PROV_RSA_AES, CRYPT_NEWKEYSET))
            {
                printLine(""Error in acquiring cryptographic context"");
                exit(1);
            }
        }
        /* Create Hash handle */
        if(!CryptCreateHash(hCryptProv, CALG_SHA_256, 0, 0, &hHash))
        {
            printLine(""Error in creating hash"");
            exit(1);
        }
        /* Hash the cryptoKey */
        if(!CryptHashData(hHash, (BYTE *) cryptoKey, wcslen(cryptoKey)*sizeof(wchar_t), 0))
        {
            printLine(""Error in hashing cryptoKey"");
            exit(1);
        }
        /* Derive an AES key from the Hashed cryptoKey */
        if(!CryptDeriveKey(hCryptProv, CALG_AES_256, hHash, 0, &hKey))
        {
            printLine(""Error in CryptDeriveKey"");
            exit(1);
        }
        
        /* Use the derived key to encrypt something */
        if(!CryptEncrypt(hKey, (HCRYPTHASH)NULL, 1, 0, encrypted, &encryptedLen, sizeof(encrypted)))
        {
            printLine(""Error in CryptEncrypt"");
            exit(1);
        }
        /* use encrypted block */
        printBytesLine(encrypted, encryptedLen);
        if (hKey)
        {
            CryptDestroyKey(hKey);
        }
        if (hHash)
        {
            CryptDestroyHash(hHash);
        }
        if (hCryptProv)
        {
            CryptReleaseContext(hCryptProv, 0);
        }
    }
}",Hard_Coded_Cryptographic_Key,1,Crypto,0.0,0.0,13.0,3.0,0.0,9.0,0.0,0.0,2.0,0.0,27.0
n2,2,CWE190_Integer_Overflow__int64_t_rand_square_63b_goodB2GSink,0,4,4,0,4,0,1,2,23,9,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    int64_t data = *dataPtr;
    
    if (imaxabs((intmax_t)data) <= sqrtl(LLONG_MAX))
    {
        int64_t result = data * data;
        printLongLongLine(result);
    }
    else
    {
        printLine(""data value is too large to perform arithmetic safely."");
    }
}",Integer_Overflow,0,IntegerOverflow,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0
n6,6,CWE90_LDAP_Injection__w32_wchar_t_connect_socket_65b_goodG2BSink,0,13,13,0,12,0,5,5,57,21,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"{
    {
        LDAP* pLdapConnection = NULL;
        ULONG connectSuccess = 0L;
        ULONG searchSuccess = 0L;
        LDAPMessage *pMessage = NULL;
        wchar_t filter[256];
        
        _snwprintf(filter, 256-1, L""(cn=%s)"", data);
        pLdapConnection = ldap_initW(L""localhost"", LDAP_PORT);
        if (pLdapConnection == NULL)
        {
            printLine(""Initialization failed"");
            exit(1);
        }
        connectSuccess = ldap_connect(pLdapConnection, NULL);
        if (connectSuccess != LDAP_SUCCESS)
        {
            printLine(""Connection failed"");
            exit(1);
        }
        searchSuccess = ldap_search_ext_sW(
                            pLdapConnection,
                            L""base"",
                            LDAP_SCOPE_SUBTREE,
                            filter,
                            NULL,
                            0,
                            NULL,
                            NULL,
                            LDAP_NO_LIMIT,
                            LDAP_NO_LIMIT,
                            &pMessage);
        if (searchSuccess != LDAP_SUCCESS)
        {
            printLine(""Search failed"");
            if (pMessage != NULL)
            {
                ldap_msgfree(pMessage);
            }
            exit(1);
        }
        /* Typically you would do something with the search results, but this is a test case and we can ignore them */
        
        if (pMessage != NULL)
        {
            ldap_msgfree(pMessage);
        }
        /* Close the connection */
        ldap_unbind(pLdapConnection);
    }
}",LDAP_Injection,0,InjectionCommand,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,19.0
n1,1,CWE191_Integer_Underflow__unsigned_int_rand_sub_68b_goodG2BSink,0,1,1,0,1,0,0,0,10,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    {
        
        unsigned int result = data - 1;
        printUnsignedLine(result);
    }
}",Integer_Underflow,0,IntegerUnderflow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0
n0,0,CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_alloca_loop_04_bad,0,2,2,0,5,1,1,3,43,27,7,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"{
    wchar_t * data;
    wchar_t * dataBuffer = (wchar_t *)ALLOCA(50*sizeof(wchar_t));
    if(STATIC_CONST_TRUE)
    {
        
        data = dataBuffer;
        data[0] = L'\0'; /* null terminate */
    }
    {
        size_t i;
        wchar_t source[100];
        wmemset(source, L'C', 100-1); /* fill with L'C's */
        source[100-1] = L'\0'; /* null terminate */
        
        for (i = 0; i < 100; i++)
        {
            data[i] = source[i];
        }
        data[100-1] = L'\0'; /* Ensure the destination buffer is null terminated */
        printWLine(data);
    }
}",Stack_Based_Buffer_Overflow,1,BufferOverflowWrite,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,22.0
n2,2,CWE134_Uncontrolled_Format_String__wchar_t_environment_snprintf_68b_goodB2GSink,0,3,3,0,1,0,0,0,12,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    {
        wchar_t dest[100] = L"""";
        
        SNPRINTF(dest, 100-1, L""%s"", data);
        printWLine(dest);
    }
}",Uncontrolled_Format_String,0,InjectionAPIInput,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0
n0,0,CWE511_Logic_Time_Bomb__rand_13_bad,0,4,4,0,5,0,2,2,13,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"{
    if(GLOBAL_CONST_FIVE==5)
    {
        srand((unsigned)time(NULL));
        
        if (rand() == NUM_CHECK)
        {
            UNLINK(""important_file.txt"");
        }
    }
}",Logic_Time_Bomb,1,ControlFlow,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0
n0,0,CWE134_Uncontrolled_Format_String__char_environment_w32_vsnprintf_04_bad,0,5,5,0,3,0,1,1,29,19,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"{
    char * data;
    char dataBuffer[100] = """";
    data = dataBuffer;
    if(STATIC_CONST_TRUE)
    {
        {
            /* Append input from an environment variable to data */
            size_t dataLen = strlen(data);
            char * environment = GETENV(ENV_VARIABLE);
            /* If there is data in the environment variable */
            if (environment != NULL)
            {
                
                strncat(data+dataLen, environment, 100-dataLen-1);
            }
        }
    }
    if(STATIC_CONST_TRUE)
    {
        VaSinkB(data, data);
    }
}",Uncontrolled_Format_String,1,InjectionAPIInput,0.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,16.0
n2,2,CWE675_Duplicate_Operations_on_Resource__fopen_63b_goodB2GSink,0,0,0,0,1,0,0,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    FILE * data = *dataPtr;
    /* Do nothing */
    
    ; /* empty statement needed for some flow variants */
}",Duplicate_Operations_on_Resource,0,Resource,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0
n0,0,CWE122_Heap_Based_Buffer_Overflow__sizeof_struct_21_bad,0,3,3,0,1,0,0,0,12,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    twoIntsStruct * data;
    /* Initialize data */
    data = NULL;
    Static = 1; /* true */
    data = Source(data);
    
    printStructLine(data);
    free(data);
}",Heap_Based_Buffer_Overflow,1,BufferOverflowWrite,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0
n0,0,CWE190_Integer_Overflow__int_rand_multiply_15_bad,0,8,8,0,6,0,2,3,37,6,2,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,"{
    int data;
    /* Initialize data */
    data = 0;
    switch(6)
    {
    case 6:
        
        data = RAND32();
        break;
    default:
        
        printLine(""Benign, fixed string"");
        break;
    }
    switch(7)
    {
    case 7:
        if(data > 0) /* ensure we won't have an underflow */
        {
            
            int result = data * 2;
            printIntLine(result);
        }
        break;
    default:
        
        printLine(""Benign, fixed string"");
        break;
    }
}",Integer_Overflow,1,IntegerOverflow,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,10.0
n0,0,CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int_memcpy_11_bad,0,7,7,0,5,0,2,1,30,15,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"{
    int * data;
    data = NULL;
    if(globalReturnsTrue())
    {
        
        data = (int *)malloc(50*sizeof(int));
        if (data == NULL) {exit(-1);}
    }
    {
        int source[100] = {0}; /* fill with 0's */
        
        memcpy(data, source, 100*sizeof(int));
        printIntLine(data[0]);
        free(data);
    }
}",Heap_Based_Buffer_Overflow,1,BufferOverflowWrite,1.0,1.0,5.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,15.0
n0,0,CWE194_Unexpected_Sign_Extension__rand_malloc_68_bad,0,8,8,0,4,0,1,2,31,4,1,1,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,"{
    short data;
    /* Initialize data */
    data = 0;
    
    data = (short)RAND32();
    anonymousData = data;
    ();
}",Unexpected_Sign_Extension,1,IntegerArithmetic,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,10.0
n0,0,CWE761_Free_Pointer_Not_at_Start_of_Buffer__char_environment_18_bad,0,7,7,0,12,1,4,6,52,26,4,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"{
    char * data;
    data = (char *)malloc(100*sizeof(char));
    if (data == NULL) {exit(-1);}
    data[0] = '\0';
    {
        /* Append input from an environment variable to data */
        size_t dataLen = strlen(data);
        char * environment = GETENV(ENV_VARIABLE);
        /* If there is data in the environment variable */
        if (environment != NULL)
        {
            
            strncat(data+dataLen, environment, 100-dataLen-1);
        }
    }
    goto sink;
sink:
    
    for (; *data != '\0'; data++)
    {
        if (*data == SEARCH_CHAR)
        {
            printLine(""We have a match!"");
            break;
        }
    }
    free(data);
}",Free_Pointer_Not_at_Start_of_Buffer,1,MemoryManagement,1.0,1.0,5.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,11.0
n0,0,CWE190_Integer_Overflow__char_fscanf_add_11_bad,0,4,4,0,5,0,2,2,21,5,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"{
    char data;
    data = ' ';
    if(globalReturnsTrue())
    {
        
        fscanf (stdin, ""%c"", &data);
    }
    if(globalReturnsTrue())
    {
        {
            
            char result = data + 1;
            printHexCharLine(result);
        }
    }
}",Integer_Overflow,1,IntegerOverflow,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,8.0
n0,0,CWE122_Heap_Based_Buffer_Overflow__c_src_wchar_t_cpy_42_bad,0,7,7,0,3,0,1,0,24,14,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"{
    wchar_t * data;
    data = (wchar_t *)malloc(100*sizeof(wchar_t));
    if (data == NULL) {exit(-1);}
    data = Source(data);
    {
        wchar_t dest[50] = L"""";
        
        wcscpy(dest, data);
        printWLine(data);
        free(data);
    }
}",Heap_Based_Buffer_Overflow,1,BufferOverflowWrite,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,14.0
n0,0,CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_memcpy_16_bad,0,5,5,0,3,0,0,2,27,21,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    char * data;
    char * dataBuffer = (char *)ALLOCA(100*sizeof(char));
    data = dataBuffer;
    while(1)
    {
        
        memset(data, 'A', 100-1); /* fill with 'A's */
        data[100-1] = '\0'; /* null terminate */
        break;
    }
    {
        char dest[50] = """";
        
        memcpy(dest, data, strlen(data)*sizeof(char));
        dest[50-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
    }
}",Stack_Based_Buffer_Overflow,1,BufferOverflowWrite,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0
n4,4,CWE534_Info_Exposure_Debug_Log__w32_char_13_bad,0,12,12,0,12,0,5,6,58,24,7,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"{
    if(GLOBAL_CONST_FIVE==5)
    {
        {
            char password[100] = """";
            size_t passwordLen = 0;
            HANDLE pHandle;
            char * username = ""User"";
            char * domain = ""Domain"";
            FILE * pFile = fopen(""debug.txt"", ""a+"");
            if (fgets(password, 100, stdin) == NULL)
            {
                printLine(""fgets() failed"");
                /* Restore NUL terminator if fgets fails */
                password[0] = '\0';
            }
            /* Remove the carriage return from the string that is inserted by fgets() */
            passwordLen = strlen(password);
            if (passwordLen > 0)
            {
                password[passwordLen-1] = '\0';
            }
            /* Use the password in LogonUser() to establish that it is ""sensitive"" */
            if (LogonUserA(
                        username,
                        domain,
                        password,
                        LOGON32_LOGON_NETWORK,
                        LOGON32_PROVIDER_DEFAULT,
                        &pHandle) != 0)
            {
                printLine(""User logged in successfully."");
                CloseHandle(pHandle);
            }
            else
            {
                printLine(""Unable to login."");
            }
            
            fprintf(pFile, ""User attempted access with password: %s\n"", password);
            if (pFile)
            {
                fclose(pFile);
            }
        }
    }
}",Info_Exposure_Debug_Log,1,Crypto,0.0,0.0,7.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,11.0
n0,0,CWE126_Buffer_Overread__malloc_wchar_t_memcpy_64_bad,0,4,4,0,3,0,1,0,18,9,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"{
    wchar_t * data;
    data = NULL;
    
    data = (wchar_t *)malloc(50*sizeof(wchar_t));
    if (data == NULL) {exit(-1);}
    wmemset(data, L'A', 50-1); /* fill with 'A's */
    data[50-1] = L'\0'; /* null terminate */
    (&data);
}",Buffer_Overread,1,BufferOverflowRead,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0
n4,4,CWE78_OS_Command_Injection__wchar_t_file_w32_spawnvp_14_bad,0,7,7,0,9,0,4,4,64,38,6,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,"{
    wchar_t * data;
    wchar_t dataBuffer[100] = COMMAND_ARG2;
    data = dataBuffer;
    if(globalFive==5)
    {
        {
            /* Read input from a file */
            size_t dataLen = wcslen(data);
            FILE * pFile;
            /* if there is room in data, attempt to read the input from a file */
            if (100-dataLen > 1)
            {
                pFile = fopen(FILENAME, ""r"");
                if (pFile != NULL)
                {
                    
                    if (fgetws(data+dataLen, (int)(100-dataLen), pFile) == NULL)
                    {
                        printLine(""fgetws() failed"");
                        /* Restore NUL terminator if fgetws fails */
                        data[dataLen] = L'\0';
                    }
                    fclose(pFile);
                }
            }
        }
    }
    {
        wchar_t *args[] = {COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL};
        /* wspawnvp - searches for the location of the command among
         * the directories specified by the PATH environment variable */
        
        _wspawnvp(_P_WAIT, COMMAND_INT, args);
    }
}",OS_Command_Injection,1,InjectionCommand,0.0,0.0,13.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,19.0
n2,2,CWE190_Integer_Overflow__int_max_square_64b_goodB2GSink,0,4,4,0,5,0,2,2,31,12,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"{
    /* cast void pointer to a pointer of the appropriate type */
    int * dataPtr = (int *)dataVoidPtr;
    /* dereference dataPtr into data */
    int data = (*dataPtr);
    
    if (data > INT_MIN && abs(data) < (long)sqrt((double)INT_MAX))
    {
        int result = data * data;
        printIntLine(result);
    }
    else
    {
        printLine(""data value is too large to perform arithmetic safely."");
    }
}",Integer_Overflow,0,IntegerOverflow,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,14.0
n2,2,CWE369_Divide_by_Zero__int_connect_socket_modulo_64b_goodB2GSink,0,2,2,0,4,0,1,2,20,8,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    /* cast void pointer to a pointer of the appropriate type */
    int * dataPtr = (int *)dataVoidPtr;
    /* dereference dataPtr into data */
    int data = (*dataPtr);
    
    if( data != 0 )
    {
        printIntLine(100 % data);
    }
    else
    {
        printLine(""This would result in a divide by zero"");
    }
}",Divide_by_Zero,0,IntegerArithmetic,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0
n1,1,CWE122_Heap_Based_Buffer_Overflow__CWE135_64b_goodG2BSink,0,6,6,0,3,0,1,0,32,19,6,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"{
    /* cast void pointer to a pointer of the appropriate type */
    void * * dataPtr = (void * *)dataVoidPtr;
    /* dereference dataPtr into data */
    void * data = (*dataPtr);
    {
        
        size_t dataLen = strlen((char *)data);
        void * dest = (void *)calloc(dataLen+1, 1);
        if (dest == NULL) {exit(-1);}
        (void)strcpy(dest, data);
        printLine((char *)dest);
        free(dest);
    }
}",Heap_Based_Buffer_Overflow,0,BufferOverflowWrite,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,22.0
n1,1,CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int64_t_memmove_68b_goodG2BSink,0,4,4,0,1,0,0,0,19,14,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"{
    {
        int64_t source[100] = {0}; /* fill with 0's */
        
        memmove(data, source, 100*sizeof(int64_t));
        printLongLongLine(data[0]);
        free(data);
    }
}",Heap_Based_Buffer_Overflow,0,BufferOverflowWrite,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
n5,5,CWE114_Process_Control__w32_char_file_61b_goodG2BSource,0,1,1,0,1,0,0,0,6,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    
    strcpy(data, ""C:\\Windows\\System32\\winsrv.dll"");
    return data;
}",Process_Control,0,InjectionAPIInput,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
n1,1,CWE563_Unused_Variable__unused_init_variable_int_22_goodB2G1Sink,0,2,2,0,4,0,1,2,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    {
        
        printLine(""Benign, fixed string"");
    }
    else
    {
        
        printIntLine(data);
    }
}",Unused_Variable,0,ControlFlow,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0
n2,2,CWE789_Uncontrolled_Mem_Alloc__malloc_char_listen_socket_64b_goodB2GSink,0,6,6,0,7,0,3,2,36,18,5,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"{
    /* cast void pointer to a pointer of the appropriate type */
    size_t * dataPtr = (size_t *)dataVoidPtr;
    /* dereference dataPtr into data */
    size_t data = (*dataPtr);
    {
        char * myString;
        
        
        if (data > strlen(HELLO_STRING) && data < 100)
        {
            myString = (char *)malloc(data*sizeof(char));
            if (myString == NULL) {exit(-1);}
            /* Copy a small string into myString */
            strcpy(myString, HELLO_STRING);
            printLine(myString);
            free(myString);
        }
        else
        {
            printLine(""Input is less than the length of the source string or too large"");
        }
    }
}",Uncontrolled_Mem_Alloc,0,MemoryManagement,1.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,14.0
n3,3,CWE190_Integer_Overflow__int_connect_socket_preinc_22_goodG2BSink,0,1,1,0,3,0,1,1,15,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    {
        {
            
            ++data;
            int result = data;
            printIntLine(result);
        }
    }
}",Integer_Overflow,0,IntegerOverflow,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0
n2,2,CWE190_Integer_Overflow__short_rand_square_51b_goodB2GSink,0,4,4,0,4,0,1,2,26,6,2,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,"{
    
    if (abs((long)data) <= (long)sqrt((double)SHRT_MAX))
    {
        short result = data * data;
        printIntLine(result);
    }
    else
    {
        printLine(""data value is too large to perform arithmetic safely."");
    }
}",Integer_Overflow,0,IntegerOverflow,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0
n0,0,CWE122_Heap_Based_Buffer_Overflow__c_CWE805_wchar_t_ncpy_31_bad,0,6,6,0,3,0,1,0,36,22,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"{
    wchar_t * data;
    data = NULL;
    
    data = (wchar_t *)malloc(50*sizeof(wchar_t));
    if (data == NULL) {exit(-1);}
    data[0] = L'\0'; /* null terminate */
    {
        wchar_t * dataCopy = data;
        wchar_t * data = dataCopy;
        {
            wchar_t source[100];
            wmemset(source, L'C', 100-1); /* fill with L'C's */
            source[100-1] = L'\0'; /* null terminate */
            
            wcsncpy(data, source, 100-1);
            data[100-1] = L'\0'; /* Ensure the destination buffer is null terminated */
            printWLine(data);
            free(data);
        }
    }
}",Heap_Based_Buffer_Overflow,1,BufferOverflowWrite,1.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,23.0
